id,suraNo,suraName,aya,arabic_text,translation,footnotes
5633,77,Mürselât,14,وَمَٓا اَدْرٰيكَ مَا يَوْمُ الْفَصْلِۜ,Sen ayırt etme gününün ne olduğunu nereden bileceksin?,
5634,77,Mürselât,15,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5635,77,Mürselât,16,اَلَمْ نُهْلِكِ الْاَوَّل۪ينَۜ,"Biz, öncekileri helak etmedik mi?",
5636,77,Mürselât,17,ثُمَّ نُتْبِعُهُمُ الْاٰخِر۪ينَ,Sonra arkalarından gelenleri onlara uydurduk.,
5637,77,Mürselât,18,كَذٰلِكَ نَفْعَلُ بِالْمُجْرِم۪ينَ,"İşte biz, suçlu günahkârlara böyle yaparız.",
5638,77,Mürselât,19,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5639,77,Mürselât,20,اَلَمْ نَخْلُقْكُمْ مِنْ مَٓاءٍ مَه۪ينٍۙ,Sizi değersiz bir sudan yaratmadık mı?,
5640,77,Mürselât,21,فَجَعَلْنَاهُ ف۪ي قَرَارٍ مَك۪ينٍۙ,(Sonra) sizi o sağlam yerleşim yerine (rahme) yerleştirdik.,
5641,77,Mürselât,22,اِلٰى قَدَرٍ مَعْلُومٍۙ,Bilinen bir zamana kadar.,
5642,77,Mürselât,23,فَقَدَرْنَاۗ فَنِعْمَ الْقَادِرُونَ,(Bunları yapmaya) güç yetirdik. Biz ne güzel güç yetirenleriz.,
5643,77,Mürselât,24,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5644,77,Mürselât,25,اَلَمْ نَجْعَلِ الْاَرْضَ كِفَاتًاۙ,Yeryüzünü toplanma yeri kılmadık mı?,
5645,77,Mürselât,26,اَحْيَٓاءً وَاَمْوَاتًاۙ,"(Yeryüzünün altı) ölüleri, (üstü) dirileri (toplar).",
5646,77,Mürselât,27,وَجَعَلْنَا ف۪يهَا رَوَاسِيَ شَامِخَاتٍ وَاَسْقَيْنَاكُمْ مَٓاءً فُرَاتًاۜ,Ve onda (dağlardan) yüksek kazıklar kıldık. Size tatlı sular içirdik.,
5647,77,Mürselât,28,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5648,77,Mürselât,29,اِنْطَلِقُٓوا اِلٰى مَا كُنْتُمْ بِه۪ تُكَذِّبُونَۚ,Yalanladığınız (cehenneme) doğru gidin.,
5649,77,Mürselât,30,اِنْطَلِقُٓوا اِلٰى ظِلٍّ ذ۪ي ثَلٰثِ شُعَبٍۙ,Üç kola ayrılmış (ateş dumanının) gölgelerine.,
5650,77,Mürselât,31,لَا ظَل۪يلٍ وَلَا يُغْن۪ي مِنَ اللَّهَبِۜ,"Ne gölge sağlar, ne de alevlerden korur.",
5651,77,Mürselât,32,اِنَّهَا تَرْم۪ي بِشَرَرٍ كَالْقَصْرِۚ,"Şüphesiz ki o, her biri saray kadar (büyük) kıvılcımlar atar.",
5652,77,Mürselât,33,كَاَنَّهُ جِمَالَتٌ صُفْرٌۜ,Her biri sapsarı (rengi siyaha çalan) develer gibidir.,
5653,77,Mürselât,34,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5654,77,Mürselât,35,هٰذَا يَوْمُ لَا يَنْطِقُونَۙ,Bu konuşamayacakları bir gündür.,
5655,77,Mürselât,36,وَلَا يُؤْذَنُ لَهُمْ فَيَعْتَذِرُونَ,Özür beyan etmeleri için onlara izin de verilmez.,
5656,77,Mürselât,37,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5657,77,Mürselât,38,هٰذَا يَوْمُ الْفَصْلِۚ جَمَعْنَاكُمْ وَالْاَوَّل۪ينَ,Bu (insanlar arasında hükmedilip araların ayrılacağı) Yevmu’l Fasl’dır. Sizi ve öncekileri topladık.,
5658,77,Mürselât,39,فَاِنْ كَانَ لَكُمْ كَيْدٌ فَك۪يدُونِ,"Şayet kurabileceğiniz bir tuzağınız varsa, (buyrun) bana karşı tuzağınızı kurun.",
5659,77,Mürselât,40,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ۟,"O gün, yalanlayanların vay hâline!",
5660,77,Mürselât,41,اِنَّ الْمُتَّق۪ينَ ف۪ي ظِلَالٍ وَعُيُونٍۙ,"Şüphesiz ki muttakiler, gölgeliklerde ve pınarlardadır.",
5661,77,Mürselât,42,وَفَوَاكِهَ مِمَّا يَشْتَهُونَۜ,Ve canlarının istediği meyvelerin içindelerdir.,
5662,77,Mürselât,43,كُلُوا وَاشْرَبُوا هَن۪ٓيـًٔا بِمَا كُنْتُمْ تَعْمَلُونَ,İşlediğiniz (salih) amellere karşılık afiyetle yiyip için.,
5663,77,Mürselât,44,اِنَّا كَذٰلِكَ نَجْزِي الْمُحْسِن۪ينَ,"Hiç şüphesiz biz, muhsinleri/kulluğunu en güzel şekilde yapmaya çalışanları böyle mükâfatlandırırız.",
5664,77,Mürselât,45,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5665,77,Mürselât,46,كُلُوا وَتَمَتَّعُوا قَل۪يلًا اِنَّكُمْ مُجْرِمُونَ,Yiyin ve biraz daha keyif sürün. Çünkü sizler mücrimlersiniz.,
5666,77,Mürselât,47,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5667,77,Mürselât,48,وَاِذَا ق۪يلَ لَهُمُ ارْكَعُوا لَا يَرْكَعُونَ,Onlara: “Rükû edin.” denildiğinde rükû etmezler.,
5668,77,Mürselât,49,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّب۪ينَ,"O gün, yalanlayanların vay hâline!",
5669,77,Mürselât,50,فَبِاَيِّ حَد۪يثٍ بَعْدَهُ يُؤْمِنُونَ,(Bu Kur’ân’a da inanmıyorlarsa) bundan sonra hangi söze inanacaklar?,
5670,78,Nebe,1,عَمَّ يَتَسَٓاءَلُونَۚ,Birbirlerine neyi soruyorlar?,
5671,78,Nebe,2,عَنِ النَّبَاِ الْعَظ۪يمِۙ,O büyük haberi!,
5672,78,Nebe,3,اَلَّذ۪ي هُمْ ف۪يهِ مُخْتَلِفُونَۜ,Onların kendisinde ihtilaf içinde oldukları (kıyameti).,
5673,78,Nebe,4,كَلَّا سَيَعْلَمُونَۙ,"Asla! (Kıyamet onların ihtilaf ettikleri gibi, şüpheli ve belirsiz değildir.) Yakında bilecekler/anlayacaklar.",
5674,78,Nebe,5,ثُمَّ كَلَّا سَيَعْلَمُونَ,Binlerce kere asla! İleride onlar bilecekler.,
5675,78,Nebe,6,اَلَمْ نَجْعَلِ الْاَرْضَ مِهَادًاۙ,"Biz, yeryüzünü bir döşek kılmadık mı?",
5676,78,Nebe,7,وَالْجِبَالَ اَوْتَادًاۖ,Dağları da kazık (kılmadık mı)?,
5677,78,Nebe,8,وَخَلَقْنَاكُمْ اَزْوَاجًاۙ,Sizleri (erkek ve dişi olarak) çift yarattık.,
5678,78,Nebe,9,وَجَعَلْنَا نَوْمَكُمْ سُبَاتًاۙ,Uykunuzu dinlenme kıldık.,
5679,78,Nebe,10,وَجَعَلْنَا الَّيْلَ لِبَاسًاۙ,Geceyi bir örtü kıldık.,
5680,78,Nebe,11,وَجَعَلْنَا النَّهَارَ مَعَاشًاۖ,Gündüzü de geçim zamanı kıldık.,
5681,78,Nebe,12,وَبَنَيْنَا فَوْقَكُمْ سَبْعًا شِدَادًاۙ,Üstünüzde pek sağlam yedi (gök) bina ettik.,
5682,78,Nebe,13,وَجَعَلْنَا سِرَاجًا وَهَّاجًاۖ,Ve (gökyüzünde) aydınlatıp ısıtan bir kandil (Güneş) kıldık.,
5683,78,Nebe,14,وَاَنْزَلْنَا مِنَ الْمُعْصِرَاتِ مَٓاءً ثَجَّاجًاۙ,Ve (sıkıştırılıp suyu sıkılan) bulutlardan bol bol akan yağmurlar indirdik.,
5684,78,Nebe,15,لِنُخْرِجَ بِه۪ حَبًّا وَنَبَاتًاۙ,Onunla taneler ve bitkiler çıkaralım diye.,
5685,78,Nebe,16,وَجَنَّاتٍ اَلْفَافًاۜ,Ve (ağaçları birbirine girmiş) sarmaş dolaş bahçeler (çıkaralım diye).,
5686,78,Nebe,17,اِنَّ يَوْمَ الْفَصْلِ كَانَ م۪يقَاتًاۙ,"Şüphesiz ki (insanlar arasında hükmedilip aralarının ayrılacağı) Yevmu’l Fasl, belirlenmiş bir vakittir.",
5687,78,Nebe,18,يَوْمَ يُنْفَخُ فِي الصُّورِ فَتَأْتُونَ اَفْوَاجًاۙ,"Sura üfürüleceği gün siz, bölük bölük geleceksiniz.",
5688,78,Nebe,19,وَفُتِحَتِ السَّمَٓاءُ فَكَانَتْ اَبْوَابًاۙ,Gök açılmış ve kapı kapı olmuştur.,
5689,78,Nebe,20,وَسُيِّرَتِ الْجِبَالُ فَكَانَتْ سَرَابًاۜ,"Dağlar yürütülmüş, serap gibi oluvermiştir.",
5690,78,Nebe,21,اِنَّ جَهَنَّمَ كَانَتْ مِرْصَادًاۙ,"Şüphesiz ki cehennem, (müşriklerin gözetlendiği) bir gözetleme yeridir.",
5691,78,Nebe,22,لِلطَّاغ۪ينَ مَاٰبًاۙ,Azgınlaşıp haddi aşanların dönecekleri yerdir.,
5692,78,Nebe,23,لَابِث۪ينَ ف۪يهَٓا اَحْقَابًاۚ,Orada sonsuz zamanlar boyunca kalacaklardır.,
5693,78,Nebe,24,لَا يَذُوقُونَ ف۪يهَا بَرْدًا وَلَا شَرَابًاۙ,Orada ne bir serinlik ne de içecek tadarlar.,
5694,78,Nebe,25,اِلَّا حَم۪يمًا وَغَسَّاقًاۙ,Yalnızca kaynar su ve irin tadarlar.,
5695,78,Nebe,26,جَزَٓاءً وِفَاقًا,(Yaptıklarına) uygun bir ceza olarak.,
5696,78,Nebe,27,اِنَّهُمْ كَانُوا لَا يَرْجُونَ حِسَابًاۙ,Çünkü onlar hesaba çekileceklerini ummuyorlardı.,
5697,78,Nebe,28,وَكَذَّبُوا بِاٰيَاتِنَا كِذَّابًاۜ,Ayetlerimizi de yalanlayabildikleri kadar yalanladılar.,
5698,78,Nebe,29,وَكُلَّ شَيْءٍ اَحْصَيْنَاهُ كِتَابًا,"Biz, her şeyi yazılı olarak kaydetmişizdir.",
5699,78,Nebe,30,فَذُوقُوا فَلَنْ نَز۪يدَكُمْ اِلَّا عَذَابًا۟,Tadın (bakalım)! Azaptan başka bir şeyinizi arttırmayacağız.,
5700,78,Nebe,31,اِنَّ لِلْمُتَّق۪ينَ مَفَازًاۙ,"Hiç şüphesiz, muttakiler için kurtuluş vardır.",
5701,78,Nebe,32,حَدَٓائِقَ وَاَعْنَابًاۙ,"Bahçeler ve üzüm bağları,",
5702,78,Nebe,33,وَكَوَاعِبَ اَتْرَابًاۙ,"Göğüsleri belirginleşmiş yaşıt kızlar,",
5703,78,Nebe,34,وَكَأْسًا دِهَاقًاۜ,Ve dolu kadehler.,
5704,78,Nebe,35,لَا يَسْمَعُونَ ف۪يهَا لَغْوًا وَلَا كِذَّابًاۚ,Orada boş söz ve yalan işitmezler.,
5705,78,Nebe,36,جَزَٓاءً مِنْ رَبِّكَ عَطَٓاءً حِسَابًاۙ,"(Bu,) Rabbinden bir mükâfat olarak yeterli bir armağandır.",
5706,78,Nebe,37,رَبِّ السَّمٰوَاتِ وَالْاَرْضِ وَمَا بَيْنَهُمَاۙ الرَّحْمٰنِ لَا يَمْلِكُونَ مِنْهُ خِطَابًاۙ,"Göklerin, yerin ve ikisi arasındakilerin Rabbi, Rahmân’dır. O’nun karşısında konuşmaya güç yetiremezler.",
5707,78,Nebe,38,يَوْمَ يَقُومُ الرُّوحُ وَالْمَلٰٓئِكَةُ صَفًّاۜ لَا يَتَكَلَّمُونَ اِلَّا مَنْ اَذِنَ لَهُ الرَّحْمٰنُ وَقَالَ صَوَابًا,"Ruh (Cibril) ve meleklerin saf hâlinde durdukları gün, Rahmân’ın izin verdiği ve (dünyada) doğru olanı söylemiş olandan başkası konuşmayacak.",
5708,78,Nebe,39,ذٰلِكَ الْيَوْمُ الْحَقُّۚ فَمَنْ شَٓاءَ اتَّخَذَ اِلٰى رَبِّه۪ مَاٰبًا,İşte bu hak gündür. Dileyen Rabbine (iman ve taatle) bir dönüş yolu edinsin.,
5709,78,Nebe,40,اِنَّٓا اَنْذَرْنَاكُمْ عَذَابًا قَر۪يبًاۚ يَوْمَ يَنْظُرُ الْمَرْءُ مَا قَدَّمَتْ يَدَاهُ وَيَقُولُ الْكَافِرُ يَا لَيْتَن۪ي كُنْتُ تُرَابًا,"Hiç şüphesiz sizi, yakın bir azapla uyardık. Kişinin elleriyle (yapıp) takdim ettiği (amellere) bakacağı gün kâfir: “Keşke ben toprak olsaymışım.” diyecek.",
5710,79,Nâziât,1,وَالنَّازِعَاتِ غَرْقًاۙ,"Andolsun söküp çıkaranlara,",
5711,79,Nâziât,2,وَالنَّاشِطَاتِ نَشْطًاۙ,"Yumuşakça alanlara,",
5712,79,Nâziât,3,وَالسَّابِحَاتِ سَبْحًاۙ,"Yüzdükçe yüzenlere,",
5713,79,Nâziât,4,فَالسَّابِقَاتِ سَبْقًاۙ,"Hep önde olanlara,",
5714,79,Nâziât,5,فَالْمُدَبِّرَاتِ اَمْرًاۢ,"İşleri idare edenlere,",
5715,79,Nâziât,6,يَوْمَ تَرْجُفُ الرَّاجِفَةُۙ,"(Tüm bunlara andolsun ki,) o gün (Sûr’un) sarsıcı (çığlığı) sarsacak.",
5716,79,Nâziât,7,تَتْبَعُهَا الرَّادِفَةُۜ,(İkinci sarsıntı) onun peşi sıra gelecek.,
5717,79,Nâziât,8,قُلُوبٌ يَوْمَئِذٍ وَاجِفَةٌۙ,"O gün kalpler, (gördüğü manzara karşısında korkudan) şiddetle atacak.",
5718,79,Nâziât,9,اَبْصَارُهَا خَاشِعَةٌۢ,Gözleri (korkudan) baygın baygın bakacak.,
5719,79,Nâziât,10,يَقُولُونَ ءَاِنَّا لَمَرْدُودُونَ فِي الْحَافِرَةِۜ,Derler ki: “Biz yeniden hayata mı döndürüleceğiz?”,
5720,79,Nâziât,11,ءَاِذَا كُنَّا عِظَامًا نَخِرَةًۜ,“Çürümüş kemikler olduğumuz hâlde mi?”,
5721,79,Nâziât,12,قَالُوا تِلْكَ اِذًا كَرَّةٌ خَاسِرَةٌۢ,Dediler ki: “Öyleyse bu (bizim) zararımıza olan bir dönüştür.”,
5722,79,Nâziât,13,فَاِنَّمَا هِيَ زَجْرَةٌ وَاحِدَةٌۙ,"O, yalnızca (Sûr’dan yükselen) tek bir çığlıktır.",
5723,79,Nâziât,14,فَاِذَا هُمْ بِالسَّاهِرَةِۜ,(Bir bakarsın) anında toprağın üzerindelerdir.,
5724,79,Nâziât,15,هَلْ اَتٰيكَ حَد۪يثُ مُوسٰىۢ,Musa’nın haberi sana gelmedi mi?,
5725,79,Nâziât,16,اِذْ نَادٰيهُ رَبُّهُ بِالْوَادِ الْمُقَدَّسِ طُوًىۚ,"Hani Rabbi ona, mukaddes vadi olan Tuva’da seslenmişti.",
5726,79,Nâziât,17,اِذْهَبْ اِلٰى فِرْعَوْنَ اِنَّهُ طَغٰىۘ,“Firavun’a git. Çünkü o azgınlaşıp (tağutlaştı).”,
5727,79,Nâziât,18,فَقُلْ هَلْ لَكَ اِلٰٓى اَنْ تَزَكّٰىۙ,Ona de ki: “Temizlenmek/arınmak istiyor musun?”,
5728,79,Nâziât,19,وَاَهْدِيَكَ اِلٰى رَبِّكَ فَتَخْشٰىۚ,“Seni Rabbine yönelteyim mi? Böylece (O’ndan) korkmuş olursun.”,
5729,79,Nâziât,20,فَاَرٰيهُ الْاٰيَةَ الْكُبْرٰىۘ,Ona en büyük ayeti gösterdi.,
5730,79,Nâziât,21,فَكَذَّبَ وَعَصٰىۘ,(Firavun) yalanladı ve isyan etti.,
5731,79,Nâziât,22,ثُمَّ اَدْبَرَ يَسْعٰىۘ,Sonra arkasını döndü (tevhid davetini bitirmek için) çabaladı.,
5732,79,Nâziât,23,فَحَشَرَ فَنَادٰىۘ,Sonra (etbâını) topladı ve seslendi.,
5733,79,Nâziât,24,فَقَالَ اَنَا۬ رَبُّكُمُ الْاَعْلٰىۘ,Dedi ki: “Ben sizin en yüce rabbinizim!”,
5734,79,Nâziât,25,فَاَخَذَهُ اللّٰهُ نَكَالَ الْاٰخِرَةِ وَالْاُو۫لٰىۜ,Allah onu hem ahiret hem de dünya azabıyla yakaladı.,
5735,79,Nâziât,26,اِنَّ ف۪ي ذٰلِكَ لَعِبْرَةً لِمَنْ يَخْشٰىۜ۟,"Hiç şüphesiz bunda, (Allah’tan) korkanlar için bir ibret vardır.",
5736,79,Nâziât,27,ءَاَنْتُمْ اَشَدُّ خَلْقًا اَمِ السَّمَٓاءُۜ بَنٰيهَا۠,Sizi yaratmak mı daha zor yoksa göğü mü? Onu bina etti.,
5737,79,Nâziât,28,رَفَعَ سَمْكَهَا فَسَوّٰيهَاۙ,Onun tavanını yükseltip onu düzenledi.,
5738,79,Nâziât,29,وَاَغْطَشَ لَيْلَهَا وَاَخْرَجَ ضُحٰيهَاۖ,"Gecesini kararttı, kuşluk vaktini açığa çıkardı.",
5739,79,Nâziât,30,وَالْاَرْضَ بَعْدَ ذٰلِكَ دَحٰيهَاۜ,Bundan sonra da yeryüzünü yaydı (veya yuvarladı).,
5740,79,Nâziât,31,اَخْرَجَ مِنْهَا مَٓاءَهَا وَمَرْعٰيهَاۖ,Ondan suyunu ve otlağını çıkardı.,
5741,79,Nâziât,32,وَالْجِبَالَ اَرْسٰيهَاۙ,Dağları sabitledi.,
5742,79,Nâziât,33,مَتَاعًا لَكُمْ وَلِاَنْعَامِكُمْۜ,Size ve hayvanlarınıza fayda olması için.,
5743,79,Nâziât,34,فَاِذَا جَٓاءَتِ الطَّٓامَّةُ الْكُبْرٰىۘ,"En büyük felaket (kıyamet) geldiği zaman,",
5744,79,Nâziât,35,يَوْمَ يَتَذَكَّرُ الْاِنْسَانُ مَا سَعٰىۙ,"O gün insan, yaptıklarını hatırlayacak.",
5745,79,Nâziât,36,وَبُرِّزَتِ الْجَح۪يمُ لِمَنْ يَرٰى,Gören kimseler için cehennem açığa çıkartılıp sergilenecek.,
5746,79,Nâziât,37,فَاَمَّا مَنْ طَغٰىۙ,"Kim haddi aşıp azgınlaşırsa,",
5747,79,Nâziât,38,وَاٰثَرَ الْحَيٰوةَ الدُّنْيَاۙ,"Ve dünya hayatını tercih ederse,",
5748,79,Nâziât,39,فَاِنَّ الْجَح۪يمَ هِيَ الْمَأْوٰىۜ,"Hiç şüphesiz, cehennem (ona) bir barınaktır.",
5749,79,Nâziât,40,وَاَمَّا مَنْ خَافَ مَقَامَ رَبِّه۪ وَنَهَى النَّفْسَ عَنِ الْهَوٰىۙ,"Kim de Rabbinin makamından korkar ve nefsinin (meşru olmayan) isteklerine engel olursa,",
5750,79,Nâziât,41,فَاِنَّ الْجَنَّةَ هِيَ الْمَأْوٰىۜ,"Hiç şüphesiz, cennet (ona) barınaktır.",
5751,79,Nâziât,42,يَسْـَٔلُونَكَ عَنِ السَّاعَةِ اَيَّانَ مُرْسٰيهَاۜ,Sana kıyametin ne zaman demir atacağını (gelip çatacağını) sorarlar.,
5752,79,Nâziât,43,ف۪يمَ اَنْتَ مِنْ ذِكْرٰيهَاۜ,Sen ona dair hiçbir bilgiye sahip değilsin.,
5753,79,Nâziât,44,اِلٰى رَبِّكَ مُنْتَهٰيهَاۜ,Onun nihai (bilgisi) Rabbindedir.,
5754,79,Nâziât,45,اِنَّمَٓا اَنْتَ مُنْذِرُ مَنْ يَخْشٰيهَاۜ,Sen ancak ondan korkanları uyarırsın.,
5755,79,Nâziât,46,كَاَنَّهُمْ يَوْمَ يَرَوْنَهَا لَمْ يَلْبَثُٓوا اِلَّا عَشِيَّةً اَوْ ضُحٰيهَا,"Onu gördükleri gün, bir akşamüstü ya da bir kuşluk vakti kadar (dünyada) kalmış gibilerdir.",
5756,80,Abese,1,عَبَسَ وَتَوَلّٰىۙ,Yüzünü astı ve sırtını döndü.,
5757,80,Abese,2,اَنْ جَٓاءَهُ الْاَعْمٰىۜ,Kendisine kör olan (Abdullah b. Ümmü Mektum) gelince.,
5758,80,Abese,3,وَمَا يُدْر۪يكَ لَعَلَّهُ يَزَّكّٰىۙ,"Ne biliyorsun, belki arınacaktı?",
5759,80,Abese,4,اَوْ يَذَّكَّرُ فَتَنْفَعَهُ الذِّكْرٰىۜ,Ya da (dinlediği ayetlerden) öğüt alacak ve bu öğüt kendisine fayda sağlayacaktı.,
5760,80,Abese,5,اَمَّا مَنِ اسْتَغْنٰىۙ,"Kendisini müstağni gören (Allah’a ve O’nun dinine ihtiyacı yokmuş gibi davranan) kimse (ise),",
5761,80,Abese,6,فَاَنْتَ لَهُ تَصَدّٰىۜ,Sen ona yöneliyor (onu etkilemeye çalışıyorsun).,
5762,80,Abese,7,وَمَا عَلَيْكَ اَلَّا يَزَّكّٰىۜ,"Oysa, onun (şirkten) arınmamasında sana bir sorumluluk yoktur.",
5763,80,Abese,8,وَاَمَّا مَنْ جَٓاءَكَ يَسْعٰىۙ,Koşarak (dinini öğrenmeye istekli bir şekilde) sana gelense;,
5764,80,Abese,9,وَهُوَ يَخْشٰىۙ,"Ki o, (Allah’tan) korkar.",
5765,80,Abese,10,فَاَنْتَ عَنْهُ تَلَهّٰىۚ,Sen ise onu bırakıp (başka şeylerle) meşgul oluyorsun.,
5766,80,Abese,11,كَلَّٓا اِنَّهَا تَذْكِرَةٌۚ,"Asla (böyle yapma!) Hiç şüphesiz o, bir öğüttür/hatırlatmadır.",
5767,80,Abese,12,فَمَنْ شَٓاءَ ذَكَرَهُۢ,Dileyen öğüt alır.,
5768,80,Abese,13,ف۪ي صُحُفٍ مُكَرَّمَةٍۙ,(Onun ayetleri) pek değerli sahifelerdedir.,
5769,80,Abese,14,مَرْفُوعَةٍ مُطَهَّرَةٍۙ,Yüceltilmiş ve temizlenmiş (sahifelerde).,
5770,80,Abese,15,بِاَيْد۪ي سَفَرَةٍۙ,Kâtiplerin elleriyle (yazılmaktadır).,
5771,80,Abese,16,كِرَامٍ بَرَرَةٍۜ,"Çok değerli, iyilik yapan itaatkâr (kâtipler).",
5772,80,Abese,17,قُتِلَ الْاِنْسَانُ مَٓا اَكْفَرَهُۜ,"Kahrolası insan, ne kadar da nankördür!",
5773,80,Abese,18,مِنْ اَيِّ شَيْءٍ خَلَقَهُۜ,(Allah) onu hangi şeyden yarattı?,
5774,80,Abese,19,مِنْ نُطْفَةٍۜ خَلَقَهُ فَقَدَّرَهُۙ,Bir damla sudan yarattı ve takdir etti.,
5775,80,Abese,20,ثُمَّ السَّب۪يلَ يَسَّرَهُۙ,Sonra ona yolu kolaylaştırdı.,
5776,80,Abese,21,ثُمَّ اَمَاتَهُ فَاَقْبَرَهُۙ,Sonra onu öldürdü ve kabre koydu.,
5777,80,Abese,22,ثُمَّ اِذَا شَٓاءَ اَنْشَرَهُ,Sonra dilediğinde onu diriltir.,
5778,80,Abese,23,كَلَّا لَمَّا يَقْضِ مَٓا اَمَرَهُۙ,"Asla! O, (Allah’ın) kendisine emrettiğini henüz yerine getirmemiştir.",
5779,80,Abese,24,فَلْيَنْظُرِ الْاِنْسَانُ اِلٰى طَعَامِه۪ۙ,İnsan yiyeceğine bir baksın.,
5780,80,Abese,25,اَنَّا صَبَبْنَا الْمَٓاءَ صَبًّاۙ,"Şüphesiz ki biz, suyu bol bol akıttık.",
5781,80,Abese,26,ثُمَّ شَقَقْنَا الْاَرْضَ شَقًّاۙ,Sonra yeri (bitkiler çıkararak) yardık.,
5782,80,Abese,27,فَاَنْبَتْنَا ف۪يهَا حَبًّاۙ,Orada taneler bitirdik.,
5783,80,Abese,28,وَعِنَبًا وَقَضْبًاۙ,"Üzüm ve (hayvanlara yem olacak) yoncalar,",
5784,80,Abese,29,وَزَيْتُونًا وَنَخْلًاۙ,"Zeytin ve hurma ağaçları,",
5785,80,Abese,30,وَحَدَٓائِقَ غُلْبًاۙ,"Yüksek ve gür ağaçlarla dolu bahçeler,",
5786,80,Abese,31,وَفَاكِهَةً وَاَبًّاۙ,"Meyveler ve meralar,",
5787,80,Abese,32,مَتَاعًا لَكُمْ وَلِاَنْعَامِكُمْۜ,Size ve hayvanlarınıza fayda olması için.,
5788,80,Abese,33,فَاِذَا جَٓاءَتِ الصَّٓاخَّةُۘ,"Kulakları sağır eden (Sûr’un) çığlığı geldiği zaman,",
5789,80,Abese,34,يَوْمَ يَفِرُّ الْمَرْءُ مِنْ اَخ۪يهِۙ,"O gün kişi, kardeşinden kaçar,",
5790,80,Abese,35,وَاُمِّهِ وَاَب۪يهِۙ,"Anne ve babasından,",
5791,80,Abese,36,وَصَاحِبَتِه۪ وَبَن۪يهِۜ,Hanımından ve çocuklarından.,
5792,80,Abese,37,لِكُلِّ امْرِئٍ مِنْهُمْ يَوْمَئِذٍ شَأْنٌ يُغْن۪يهِۜ,"O gün, bunlardan her birinin kendisine yetecek bir işi/derdi vardır.",
5793,80,Abese,38,وُجُوهٌ يَوْمَئِذٍ مُسْفِرَةٌۙ,O gün (bazı) yüzler aydınlıktır.,
5794,80,Abese,39,ضَاحِكَةٌ مُسْتَبْشِرَةٌۚ,(Yüzleri) gülmekte ve sevinç içindedir.,
5795,80,Abese,40,وَوُجُوهٌ يَوْمَئِذٍ عَلَيْهَا غَبَرَةٌۙ,"O gün, (bazı) yüzlerin üzerini toz kaplamıştır.",
5796,80,Abese,41,تَرْهَقُهَا قَتَرَةٌۜ,Çehrelerini (duman isi gibi) bir karartı bürümüştür.,
5797,80,Abese,42,اُو۬لٰٓئِكَ هُمُ الْكَفَرَةُ الْفَجَرَةُ,"İşte bunlar, kâfir ve facir olanların ta kendilerilerdir.",
5798,81,Tekvir,1,اِذَا الشَّمْسُ كُوِّرَتْۙۖ,"Güneş dürülüp (karartıldığında),",
5799,81,Tekvir,2,وَاِذَا النُّجُومُ انْكَدَرَتْۙۖ,"Yıldızlar dökülüp saçıldığında,",
5800,81,Tekvir,3,وَاِذَا الْجِبَالُ سُيِّرَتْۙۖ,"Dağlar yürütüldüğünde,",
5801,81,Tekvir,4,وَاِذَا الْعِشَارُ عُطِّلَتْۙۖ,"Hamile develer kendi hâllerine terk edildiğinde,",
5802,81,Tekvir,5,وَاِذَا الْوُحُوشُ حُشِرَتْۙۖ,"Vahşi hayvanlar toplandığında,",
5803,81,Tekvir,6,وَاِذَا الْبِحَارُ سُجِّرَتْۙۖ,"Denizler tutuşturulduğunda,",
5804,81,Tekvir,7,وَاِذَا النُّفُوسُ زُوِّجَتْۙۖ,"Nefisler eşleştirilip (ruhlar cesetle yeniden buluştuğunda),",
5805,81,Tekvir,8,وَاِذَا الْمَوْءُ۫دَةُ سُئِلَتْۙ,"Diri diri toprağa gömülen kız çocuğuna sorulduğunda,",
5806,81,Tekvir,9,بِاَيِّ ذَنْبٍ قُتِلَتْۚ,"Hangi günahtan ötürü öldürüldüğü (sorulduğunda),",
5807,81,Tekvir,10,وَاِذَا الصُّحُفُ نُشِرَتْۙۖ,"Sahifeler yayılıp açıldığında,",
5808,81,Tekvir,11,وَاِذَا السَّمَٓاءُ كُشِطَتْۙۖ,"Gök sökülüp dürüldüğünde,",
